============================================================
           BRUTE-FORCE NEAR-DUPLICATE DETECTION            
============================================================

=== Parameters ===
Shingle size (k): 4
Similarity threshold: 0.7
Total comparisons: 999900
Execution time: 124.520 seconds

=== Detection Results ===
Query Document           Matched Corpus           Similarity
IELTS_022_VAR_012        IELTS_022                0.9882
IELTS_022_VAR_013        IELTS_022                0.9609
IELTS_022_VAR_014        IELTS_022                0.9352
IELTS_022_VAR_015        IELTS_022                0.9324
IELTS_022_VAR_016        IELTS_022                0.9365
IELTS_022_VAR_017        IELTS_022                0.9307
IELTS_022_VAR_018        IELTS_022                0.9482
IELTS_022_VAR_019        IELTS_022                0.9417
IELTS_022_VAR_020        IELTS_022                0.9211
IELTS_022_VAR_021        IELTS_022                0.9217
IELTS_022_VAR_022        IELTS_022                0.9483
IELTS_022_VAR_023        IELTS_022                0.9337
IELTS_022_VAR_024        IELTS_022                0.9258
IELTS_022_VAR_025        IELTS_022                0.9515
IELTS_022_VAR_026        IELTS_022                0.9797
IELTS_022_VAR_027        IELTS_022                0.9882
IELTS_022_VAR_028        IELTS_022                0.9474
IELTS_022_VAR_029        IELTS_022                0.9797
IELTS_022_VAR_030        IELTS_022                0.9588
IELTS_022_VAR_031        IELTS_022                0.9514
IELTS_022_VAR_032        IELTS_022                0.9443
IELTS_022_VAR_033        IELTS_022                0.9381
IELTS_022_VAR_034        IELTS_022                0.9486
IELTS_022_VAR_035        IELTS_022                0.9503
IELTS_022_VAR_036        IELTS_022                0.8842
IELTS_022_VAR_037        IELTS_022                0.8904
IELTS_022_VAR_038        IELTS_022                0.9019
IELTS_022_VAR_039        IELTS_022                0.9075
IELTS_022_VAR_040        IELTS_022                0.8633
IELTS_022_VAR_041        IELTS_022                0.8861
IELTS_022_VAR_042        IELTS_022                0.8699
IELTS_022_VAR_043        IELTS_022                0.8863
IELTS_022_VAR_044        IELTS_022                0.8830
IELTS_022_VAR_045        IELTS_022                0.9002
IELTS_022_VAR_046        IELTS_022                0.8987
IELTS_022_VAR_047        IELTS_022                0.8993
IELTS_022_VAR_048        IELTS_022                0.8920
IELTS_022_VAR_049        IELTS_022                0.8694
IELTS_022_VAR_050        IELTS_022                0.8897
IELTS_022_VAR_051        IELTS_022                0.8833
IELTS_022_VAR_052        IELTS_022                0.8750
IELTS_022_VAR_053        IELTS_022                0.9157
IELTS_022_VAR_054        IELTS_022                0.9184
IELTS_022_VAR_055        IELTS_022                0.9095
IELTS_022_VAR_056        IELTS_022                0.8972
IELTS_022_VAR_057        IELTS_022                0.8972
IELTS_022_VAR_058        IELTS_022                0.8798
IELTS_022_VAR_059        IELTS_022                0.8861
IELTS_022_VAR_060        IELTS_022                0.9140
IELTS_022_VAR_061        IELTS_022                0.8845
IELTS_022_VAR_062        IELTS_022                0.9003
IELTS_022_VAR_063        IELTS_022                0.9044
IELTS_022_VAR_064        IELTS_022                0.8682
IELTS_022_VAR_065        IELTS_022                0.8883
IELTS_022_VAR_066        IELTS_022                0.8802
IELTS_022_VAR_067        IELTS_022                0.8973
IELTS_022_VAR_068        IELTS_022                0.8965
IELTS_022_VAR_069        IELTS_022                0.8862
IELTS_022_VAR_070        IELTS_022                0.9037
IELTS_022_VAR_071        IELTS_022                0.8638
IELTS_022_VAR_072        IELTS_022                0.8468
IELTS_022_VAR_073        IELTS_022                0.8668
IELTS_022_VAR_074        IELTS_022                0.8648
IELTS_022_VAR_075        IELTS_022                0.8678
IELTS_022_VAR_076        IELTS_022                0.8469
IELTS_022_VAR_077        IELTS_022                0.8656
IELTS_022_VAR_078        IELTS_022                0.8495
IELTS_022_VAR_079        IELTS_022                0.8906
IELTS_022_VAR_080        IELTS_022                0.8498
IELTS_022_VAR_081        IELTS_022                0.8671
IELTS_022_VAR_082        IELTS_022                0.8570
IELTS_022_VAR_083        IELTS_022                0.8640
IELTS_022_VAR_084        IELTS_022                0.8569
IELTS_022_VAR_085        IELTS_022                0.8781
IELTS_022_VAR_086        IELTS_022                0.8489
IELTS_022_VAR_087        IELTS_022                0.8588
IELTS_022_VAR_088        IELTS_022                0.8692
IELTS_022_VAR_089        IELTS_022                0.8675
IELTS_022_VAR_090        IELTS_022                0.8525
IELTS_022_VAR_091        IELTS_022                0.8642
IELTS_022_VAR_092        IELTS_022                0.8541
IELTS_022_VAR_093        IELTS_022                0.8591
IELTS_022_VAR_094        IELTS_022                0.8602
IELTS_022_VAR_095        IELTS_022                0.8793
IELTS_022_VAR_096        IELTS_022                0.8579
IELTS_022_VAR_097        IELTS_022                0.8695
IELTS_022_VAR_098        IELTS_022                0.8545
IELTS_022_VAR_099        IELTS_022                0.8607
IELTS_022_VAR_100        IELTS_022                0.8692
IELTS_023_VAR_001        IELTS_023                0.9532
IELTS_023_VAR_002        IELTS_023                0.9855
IELTS_023_VAR_003        IELTS_023                0.9532
IELTS_023_VAR_004        IELTS_023                0.9472
IELTS_023_VAR_005        IELTS_023                0.9384
IELTS_023_VAR_006        IELTS_023                0.9472
IELTS_023_VAR_007        IELTS_023                0.9472
IELTS_023_VAR_008        IELTS_023                0.9385
IELTS_023_VAR_009        IELTS_023                0.9729
IELTS_023_VAR_010        IELTS_023                0.9517
IELTS_023_VAR_011        IELTS_023                0.9532
IELTS_023_VAR_012        IELTS_023                0.9668
IELTS_023_VAR_013        IELTS_023                0.9531
IELTS_023_VAR_014        IELTS_023                0.9668
IELTS_023_VAR_015        IELTS_023                0.9729
IELTS_023_VAR_016        IELTS_023                0.9577
IELTS_023_VAR_017        IELTS_023                0.9370
IELTS_023_VAR_018        IELTS_023                0.9370
IELTS_023_VAR_019        IELTS_023                0.9502
IELTS_023_VAR_020        IELTS_023                0.9652
IELTS_023_VAR_021        IELTS_023                0.9502
IELTS_023_VAR_022        IELTS_023                0.9577
IELTS_023_VAR_023        IELTS_023                0.9561
IELTS_023_VAR_024        IELTS_023                0.9668
IELTS_023_VAR_025        IELTS_023                0.9668
IELTS_023_VAR_026        IELTS_023                0.9444
IELTS_023_VAR_027        IELTS_023                0.9414
IELTS_023_VAR_028        IELTS_023                0.9384
IELTS_023_VAR_029        IELTS_023                0.9561
IELTS_023_VAR_030        IELTS_023                0.9729
IELTS_023_VAR_031        IELTS_023                0.9592
IELTS_023_VAR_032        IELTS_023                0.9902
IELTS_023_VAR_033        IELTS_023                0.9577
IELTS_023_VAR_034        IELTS_023                0.9414
IELTS_023_VAR_035        IELTS_023                0.9729
IELTS_023_VAR_036        IELTS_023                0.9369
IELTS_023_VAR_037        IELTS_023                0.9385
IELTS_023_VAR_038        IELTS_023                0.9267
IELTS_023_VAR_039        IELTS_023                0.9385
IELTS_023_VAR_040        IELTS_023                0.9230
IELTS_023_VAR_041        IELTS_023                0.9472
IELTS_023_VAR_042        IELTS_023                0.9502
IELTS_023_VAR_043        IELTS_023                0.9384
IELTS_023_VAR_044        IELTS_023                0.9444
IELTS_023_VAR_045        IELTS_023                0.9209
IELTS_023_VAR_046        IELTS_023                0.9242
IELTS_023_VAR_047        IELTS_023                0.9384
IELTS_023_VAR_048        IELTS_023                0.9143
IELTS_023_VAR_049        IELTS_023                0.9444
IELTS_023_VAR_050        IELTS_023                0.9414
IELTS_023_VAR_051        IELTS_023                0.9221
IELTS_023_VAR_052        IELTS_023                0.9429
IELTS_023_VAR_053        IELTS_023                0.9429
IELTS_023_VAR_054        IELTS_023                0.9384
IELTS_023_VAR_055        IELTS_023                0.9384
IELTS_023_VAR_056        IELTS_023                0.9233
IELTS_023_VAR_057        IELTS_023                0.9346
IELTS_023_VAR_058        IELTS_023                0.9414
IELTS_023_VAR_059        IELTS_023                0.9531
IELTS_023_VAR_060        IELTS_023                0.9532
IELTS_023_VAR_061        IELTS_023                0.9235
IELTS_023_VAR_062        IELTS_023                0.9429
IELTS_023_VAR_063        IELTS_023                0.9429
IELTS_023_VAR_064        IELTS_023                0.9370
IELTS_023_VAR_065        IELTS_023                0.9414
IELTS_023_VAR_066        IELTS_023                0.9173
IELTS_023_VAR_067        IELTS_023                0.9209
IELTS_023_VAR_068        IELTS_023                0.9532
IELTS_023_VAR_069        IELTS_023                0.9444
IELTS_023_VAR_070        IELTS_023                0.9444
IELTS_023_VAR_071        IELTS_023                0.8816
IELTS_023_VAR_072        IELTS_023                0.9224
IELTS_023_VAR_073        IELTS_023                0.9168
IELTS_023_VAR_074        IELTS_023                0.9092
IELTS_023_VAR_075        IELTS_023                0.8887
IELTS_023_VAR_076        IELTS_023                0.8930
IELTS_023_VAR_077        IELTS_023                0.8918
IELTS_023_VAR_078        IELTS_023                0.8813
IELTS_023_VAR_079        IELTS_023                0.9099
IELTS_023_VAR_080        IELTS_023                0.8989
IELTS_023_VAR_081        IELTS_023                0.8818
IELTS_023_VAR_082        IELTS_023                0.9180
IELTS_023_VAR_083        IELTS_023                0.9031
IELTS_023_VAR_084        IELTS_023                0.9062
IELTS_023_VAR_085        IELTS_023                0.8997
IELTS_023_VAR_086        IELTS_023                0.8896
IELTS_023_VAR_087        IELTS_023                0.8995
IELTS_023_VAR_088        IELTS_023                0.8843
IELTS_023_VAR_089        IELTS_023                0.9000
IELTS_023_VAR_090        IELTS_023                0.9034
IELTS_023_VAR_091        IELTS_023                0.8855
IELTS_023_VAR_092        IELTS_023                0.8844
IELTS_023_VAR_093        IELTS_023                0.9023
IELTS_023_VAR_094        IELTS_023                0.8928
IELTS_023_VAR_095        IELTS_023                0.8848
IELTS_023_VAR_096        IELTS_023                0.8951
IELTS_023_VAR_097        IELTS_023                0.8970
IELTS_023_VAR_098        IELTS_023                0.9043
IELTS_023_VAR_099        IELTS_023                0.8763
IELTS_023_VAR_100        IELTS_023                0.8985
IELTS_024_VAR_001        IELTS_024                0.9589
IELTS_024_VAR_002        IELTS_024                0.9553
IELTS_024_VAR_003        IELTS_024                0.9735
IELTS_024_VAR_004        IELTS_024                0.9486
IELTS_024_VAR_005        IELTS_024                0.9546
IELTS_024_VAR_006        IELTS_024                0.9581
IELTS_024_VAR_007        IELTS_024                0.9554
IELTS_024_VAR_008        IELTS_024                0.9324
IELTS_024_VAR_009        IELTS_024                0.9553
IELTS_024_VAR_010        IELTS_024                0.9583
IELTS_024_VAR_011        IELTS_024                0.9438
IELTS_024_VAR_012        IELTS_024                0.9587
IELTS_024_VAR_013        IELTS_024                0.9520
IELTS_024_VAR_014        IELTS_024                0.9650
IELTS_024_VAR_015        IELTS_024                0.9606
IELTS_024_VAR_016        IELTS_024                0.9649
IELTS_024_VAR_017        IELTS_024                0.9640
IELTS_024_VAR_018        IELTS_024                0.9470
IELTS_024_VAR_019        IELTS_024                0.9421
IELTS_024_VAR_020        IELTS_024                0.9606
IELTS_024_VAR_021        IELTS_024                0.9614
IELTS_024_VAR_022        IELTS_024                0.9554
IELTS_024_VAR_023        IELTS_024                0.9538
IELTS_024_VAR_024        IELTS_024                0.9666
IELTS_024_VAR_025        IELTS_024                0.9473
IELTS_024_VAR_026        IELTS_024                0.9548
IELTS_024_VAR_027        IELTS_024                0.9692
IELTS_024_VAR_028        IELTS_024                0.9867
IELTS_024_VAR_029        IELTS_024                0.9649
IELTS_024_VAR_030        IELTS_024                0.9538
IELTS_024_VAR_031        IELTS_024                0.9590
IELTS_024_VAR_032        IELTS_024                0.9486
IELTS_024_VAR_033        IELTS_024                0.9513
IELTS_024_VAR_034        IELTS_024                0.9520
IELTS_024_VAR_035        IELTS_024                0.9867
IELTS_024_VAR_036        IELTS_024                0.9362
IELTS_024_VAR_037        IELTS_024                0.9306
IELTS_024_VAR_038        IELTS_024                0.9431
IELTS_024_VAR_039        IELTS_024                0.9147
IELTS_024_VAR_040        IELTS_024                0.9091
IELTS_024_VAR_041        IELTS_024                0.9514
IELTS_024_VAR_042        IELTS_024                0.9275
IELTS_024_VAR_043        IELTS_024                0.9052
IELTS_024_VAR_044        IELTS_024                0.9332
IELTS_024_VAR_045        IELTS_024                0.9261
IELTS_024_VAR_046        IELTS_024                0.9383
IELTS_024_VAR_047        IELTS_024                0.9305
IELTS_024_VAR_048        IELTS_024                0.9123
IELTS_024_VAR_049        IELTS_024                0.9188
IELTS_024_VAR_050        IELTS_024                0.8999
IELTS_024_VAR_051        IELTS_024                0.9296
IELTS_024_VAR_052        IELTS_024                0.9340
IELTS_024_VAR_053        IELTS_024                0.9396
IELTS_024_VAR_054        IELTS_024                0.9333
IELTS_024_VAR_055        IELTS_024                0.9146
IELTS_024_VAR_056        IELTS_024                0.9026
IELTS_024_VAR_057        IELTS_024                0.9299
IELTS_024_VAR_058        IELTS_024                0.9274
IELTS_024_VAR_059        IELTS_024                0.9250
IELTS_024_VAR_060        IELTS_024                0.9382
IELTS_024_VAR_061        IELTS_024                0.9269
IELTS_024_VAR_062        IELTS_024                0.9137
IELTS_024_VAR_063        IELTS_024                0.9117
IELTS_024_VAR_064        IELTS_024                0.9285
IELTS_024_VAR_065        IELTS_024                0.9373
IELTS_024_VAR_066        IELTS_024                0.9267
IELTS_024_VAR_067        IELTS_024                0.9372
IELTS_024_VAR_068        IELTS_024                0.9433
IELTS_024_VAR_069        IELTS_024                0.9299
IELTS_024_VAR_070        IELTS_024                0.9132
IELTS_024_VAR_071        IELTS_024                0.8911
IELTS_024_VAR_072        IELTS_024                0.8846
IELTS_024_VAR_073        IELTS_024                0.9004
IELTS_024_VAR_074        IELTS_024                0.8971
IELTS_024_VAR_075        IELTS_024                0.8883
IELTS_024_VAR_076        IELTS_024                0.8840
IELTS_024_VAR_077        IELTS_024                0.9034
IELTS_024_VAR_078        IELTS_024                0.9032
IELTS_024_VAR_079        IELTS_024                0.8725
IELTS_024_VAR_080        IELTS_024                0.8866
IELTS_024_VAR_081        IELTS_024                0.8809
IELTS_024_VAR_082        IELTS_024                0.8710
IELTS_024_VAR_083        IELTS_024                0.9037
IELTS_024_VAR_084        IELTS_024                0.9044
IELTS_024_VAR_085        IELTS_024                0.9077
IELTS_024_VAR_086        IELTS_024                0.9028
IELTS_024_VAR_087        IELTS_024                0.8912
IELTS_024_VAR_088        IELTS_024                0.8888
IELTS_024_VAR_089        IELTS_024                0.8928
IELTS_024_VAR_090        IELTS_024                0.8756
IELTS_024_VAR_091        IELTS_024                0.9012
IELTS_024_VAR_092        IELTS_024                0.8752
IELTS_024_VAR_093        IELTS_024                0.8871
IELTS_024_VAR_094        IELTS_024                0.9080
IELTS_024_VAR_095        IELTS_024                0.9123
IELTS_024_VAR_096        IELTS_024                0.9005
IELTS_024_VAR_097        IELTS_024                0.9020
IELTS_024_VAR_098        IELTS_024                0.8717
IELTS_024_VAR_099        IELTS_024                0.9024
IELTS_024_VAR_100        IELTS_024                0.8879
IELTS_025_VAR_001        IELTS_025                0.9880
IELTS_025_VAR_002        IELTS_025                0.9362
IELTS_025_VAR_003        IELTS_025                0.9706
IELTS_025_VAR_004        IELTS_025                0.9733
IELTS_025_VAR_005        IELTS_025                0.9291
IELTS_025_VAR_006        IELTS_025                0.9645
IELTS_025_VAR_007        IELTS_025                0.9305
IELTS_025_VAR_008        IELTS_025                0.9393
IELTS_025_VAR_009        IELTS_025                0.9690
IELTS_025_VAR_010        IELTS_025                0.9648
IELTS_025_VAR_011        IELTS_025                0.9602
IELTS_025_VAR_012        IELTS_025                0.9218
IELTS_025_VAR_013        IELTS_025                0.9469
IELTS_025_VAR_014        IELTS_025                0.9363
IELTS_025_VAR_015        IELTS_025                0.9142
IELTS_025_VAR_016        IELTS_025                0.9543
IELTS_025_VAR_017        IELTS_025                0.9347
IELTS_025_VAR_018        IELTS_025                0.9262
IELTS_025_VAR_019        IELTS_025                0.9514
IELTS_025_VAR_020        IELTS_025                0.9227
IELTS_025_VAR_021        IELTS_025                0.9263
IELTS_025_VAR_022        IELTS_025                0.9592
IELTS_025_VAR_023        IELTS_025                0.9181
IELTS_025_VAR_024        IELTS_025                0.9488
IELTS_025_VAR_025        IELTS_025                0.9558
IELTS_025_VAR_026        IELTS_025                0.9636
IELTS_025_VAR_027        IELTS_025                0.9173
IELTS_025_VAR_028        IELTS_025                0.9315
IELTS_025_VAR_029        IELTS_025                0.9132
IELTS_025_VAR_030        IELTS_025                0.9554
IELTS_025_VAR_031        IELTS_025                0.9193
IELTS_025_VAR_032        IELTS_025                0.9103
IELTS_025_VAR_033        IELTS_025                0.9152
IELTS_025_VAR_034        IELTS_025                0.9356
IELTS_025_VAR_035        IELTS_025                0.9239
IELTS_025_VAR_036        IELTS_025                0.8847
IELTS_025_VAR_037        IELTS_025                0.8777
IELTS_025_VAR_038        IELTS_025                0.9001
IELTS_025_VAR_039        IELTS_025                0.8847
IELTS_025_VAR_040        IELTS_025                0.8825
IELTS_025_VAR_041        IELTS_025                0.8700
IELTS_025_VAR_042        IELTS_025                0.8850
IELTS_025_VAR_043        IELTS_025                0.8914
IELTS_025_VAR_044        IELTS_025                0.8906
IELTS_025_VAR_045        IELTS_025                0.8987
IELTS_025_VAR_046        IELTS_025                0.8834
IELTS_025_VAR_047        IELTS_025                0.9027
IELTS_025_VAR_048        IELTS_025                0.8909
IELTS_025_VAR_049        IELTS_025                0.8839
IELTS_025_VAR_050        IELTS_025                0.8806
IELTS_025_VAR_051        IELTS_025                0.8752
IELTS_025_VAR_052        IELTS_025                0.8834
IELTS_025_VAR_053        IELTS_025                0.9004
IELTS_025_VAR_054        IELTS_025                0.8705
IELTS_025_VAR_055        IELTS_025                0.8946
IELTS_025_VAR_056        IELTS_025                0.8824
IELTS_025_VAR_057        IELTS_025                0.9165
IELTS_025_VAR_058        IELTS_025                0.8990
IELTS_025_VAR_059        IELTS_025                0.8934
IELTS_025_VAR_060        IELTS_025                0.8391
IELTS_025_VAR_061        IELTS_025                0.8566
IELTS_025_VAR_062        IELTS_025                0.9010
IELTS_025_VAR_063        IELTS_025                0.8834
IELTS_025_VAR_064        IELTS_025                0.9024
IELTS_025_VAR_065        IELTS_025                0.8976
IELTS_025_VAR_066        IELTS_025                0.8942
IELTS_025_VAR_067        IELTS_025                0.8908
IELTS_025_VAR_068        IELTS_025                0.8855
IELTS_025_VAR_069        IELTS_025                0.8872
IELTS_025_VAR_070        IELTS_025                0.9145
IELTS_025_VAR_071        IELTS_025                0.8530
IELTS_025_VAR_072        IELTS_025                0.8274
IELTS_025_VAR_073        IELTS_025                0.8498
IELTS_025_VAR_074        IELTS_025                0.8234
IELTS_025_VAR_075        IELTS_025                0.8292
IELTS_025_VAR_076        IELTS_025                0.8438
IELTS_025_VAR_077        IELTS_025                0.8384
IELTS_025_VAR_078        IELTS_025                0.8437
IELTS_025_VAR_079        IELTS_025                0.8370
IELTS_025_VAR_080        IELTS_025                0.8224
IELTS_025_VAR_081        IELTS_025                0.8038
IELTS_025_VAR_082        IELTS_025                0.8271
IELTS_025_VAR_083        IELTS_025                0.8418
IELTS_025_VAR_084        IELTS_025                0.8591
IELTS_025_VAR_085        IELTS_025                0.8524
IELTS_025_VAR_086        IELTS_025                0.8076
IELTS_025_VAR_087        IELTS_025                0.8239
IELTS_025_VAR_088        IELTS_025                0.8228
IELTS_025_VAR_089        IELTS_025                0.8550
IELTS_025_VAR_090        IELTS_025                0.8276
IELTS_025_VAR_091        IELTS_025                0.8324
IELTS_025_VAR_092        IELTS_025                0.8345
IELTS_025_VAR_093        IELTS_025                0.8425
IELTS_025_VAR_094        IELTS_025                0.8142
IELTS_025_VAR_095        IELTS_025                0.8336
IELTS_025_VAR_096        IELTS_025                0.8226
IELTS_025_VAR_097        IELTS_025                0.8333
IELTS_025_VAR_098        IELTS_025                0.8169
IELTS_025_VAR_099        IELTS_025                0.8294
IELTS_025_VAR_100        IELTS_025                0.8329
IELTS_026_VAR_001        IELTS_026                0.9559
IELTS_026_VAR_002        IELTS_026                0.9553
IELTS_026_VAR_003        IELTS_026                0.9765
IELTS_026_VAR_004        IELTS_026                0.9706
IELTS_026_VAR_005        IELTS_026                0.9804
IELTS_026_VAR_006        IELTS_026                0.9518
IELTS_026_VAR_007        IELTS_026                0.9588
IELTS_026_VAR_008        IELTS_026                0.9632
IELTS_026_VAR_009        IELTS_026                0.9795
IELTS_026_VAR_010        IELTS_026                0.9685
IELTS_026_VAR_011        IELTS_026                0.9519
IELTS_026_VAR_012        IELTS_026                0.9633
IELTS_026_VAR_013        IELTS_026                0.9561
IELTS_026_VAR_014        IELTS_026                0.9684
IELTS_026_VAR_015        IELTS_026                0.9555
IELTS_026_VAR_016        IELTS_026                0.9510
IELTS_026_VAR_017        IELTS_026                0.9461
IELTS_026_VAR_018        IELTS_026                0.9562
IELTS_026_VAR_019        IELTS_026                0.9592
IELTS_026_VAR_020        IELTS_026                0.9540
IELTS_026_VAR_021        IELTS_026                0.9605
IELTS_026_VAR_022        IELTS_026                0.9460
IELTS_026_VAR_023        IELTS_026                0.9591
IELTS_026_VAR_024        IELTS_026                0.9432
IELTS_026_VAR_025        IELTS_026                0.9677
IELTS_026_VAR_026        IELTS_026                0.9538
IELTS_026_VAR_027        IELTS_026                0.9620
IELTS_026_VAR_028        IELTS_026                0.9946
IELTS_026_VAR_029        IELTS_026                0.9568
IELTS_026_VAR_030        IELTS_026                0.9599
IELTS_026_VAR_031        IELTS_026                0.9533
IELTS_026_VAR_032        IELTS_026                0.9742
IELTS_026_VAR_033        IELTS_026                0.9685
IELTS_026_VAR_034        IELTS_026                0.9901
IELTS_026_VAR_035        IELTS_026                0.9780
IELTS_026_VAR_036        IELTS_026                0.9312
IELTS_026_VAR_037        IELTS_026                0.9406
IELTS_026_VAR_038        IELTS_026                0.9195
IELTS_026_VAR_039        IELTS_026                0.9354
IELTS_026_VAR_040        IELTS_026                0.9394
IELTS_026_VAR_041        IELTS_026                0.9480
IELTS_026_VAR_042        IELTS_026                0.9117
IELTS_026_VAR_043        IELTS_026                0.9183
IELTS_026_VAR_044        IELTS_026                0.9319
IELTS_026_VAR_045        IELTS_026                0.9467
IELTS_026_VAR_046        IELTS_026                0.9308
IELTS_026_VAR_047        IELTS_026                0.9483
IELTS_026_VAR_048        IELTS_026                0.9300
IELTS_026_VAR_049        IELTS_026                0.9147
IELTS_026_VAR_050        IELTS_026                0.9361
IELTS_026_VAR_051        IELTS_026                0.9254
IELTS_026_VAR_052        IELTS_026                0.9364
IELTS_026_VAR_053        IELTS_026                0.9178
IELTS_026_VAR_054        IELTS_026                0.9374
IELTS_026_VAR_055        IELTS_026                0.9411
IELTS_026_VAR_056        IELTS_026                0.9406
IELTS_026_VAR_057        IELTS_026                0.9357
IELTS_026_VAR_058        IELTS_026                0.9346
IELTS_026_VAR_059        IELTS_026                0.9402
IELTS_026_VAR_060        IELTS_026                0.9291
IELTS_026_VAR_061        IELTS_026                0.9380
IELTS_026_VAR_062        IELTS_026                0.9440
IELTS_026_VAR_063        IELTS_026                0.9451
IELTS_026_VAR_064        IELTS_026                0.9357
IELTS_026_VAR_065        IELTS_026                0.9367
IELTS_026_VAR_066        IELTS_026                0.9416
IELTS_026_VAR_067        IELTS_026                0.9119
IELTS_026_VAR_068        IELTS_026                0.9413
IELTS_026_VAR_069        IELTS_026                0.9451
IELTS_026_VAR_070        IELTS_026                0.9236
IELTS_026_VAR_071        IELTS_026                0.9217
IELTS_026_VAR_072        IELTS_026                0.9098
IELTS_026_VAR_073        IELTS_026                0.9025
IELTS_026_VAR_074        IELTS_026                0.9184
IELTS_026_VAR_075        IELTS_026                0.9141
IELTS_026_VAR_076        IELTS_026                0.9097
IELTS_026_VAR_077        IELTS_026                0.9101
IELTS_026_VAR_078        IELTS_026                0.9169
IELTS_026_VAR_079        IELTS_026                0.9094
IELTS_026_VAR_080        IELTS_026                0.9206
IELTS_026_VAR_081        IELTS_026                0.8835
IELTS_026_VAR_082        IELTS_026                0.9249
IELTS_026_VAR_083        IELTS_026                0.9093
IELTS_026_VAR_084        IELTS_026                0.9070
IELTS_026_VAR_085        IELTS_026                0.9054
IELTS_026_VAR_086        IELTS_026                0.8959
IELTS_026_VAR_087        IELTS_026                0.9211
IELTS_026_VAR_088        IELTS_026                0.9114
IELTS_026_VAR_089        IELTS_026                0.9134
IELTS_026_VAR_090        IELTS_026                0.9115
IELTS_026_VAR_091        IELTS_026                0.9010
IELTS_026_VAR_092        IELTS_026                0.9003
IELTS_026_VAR_093        IELTS_026                0.9197
IELTS_026_VAR_094        IELTS_026                0.9061
IELTS_026_VAR_095        IELTS_026                0.9026
IELTS_026_VAR_096        IELTS_026                0.9116
IELTS_026_VAR_097        IELTS_026                0.8950
IELTS_026_VAR_098        IELTS_026                0.9108
IELTS_026_VAR_099        IELTS_026                0.8947
IELTS_026_VAR_100        IELTS_026                0.9182
IELTS_027_VAR_001        IELTS_027                0.9445
IELTS_027_VAR_002        IELTS_027                0.9474
IELTS_027_VAR_003        IELTS_027                0.9493
IELTS_027_VAR_004        IELTS_027                0.9703
IELTS_027_VAR_005        IELTS_027                0.9703
IELTS_027_VAR_006        IELTS_027                0.9465
IELTS_027_VAR_007        IELTS_027                0.9568
IELTS_027_VAR_008        IELTS_027                0.9779
IELTS_027_VAR_009        IELTS_027                0.9508
IELTS_027_VAR_010        IELTS_027                0.9244
IELTS_027_VAR_011        IELTS_027                0.9288
IELTS_027_VAR_012        IELTS_027                0.9688
IELTS_027_VAR_013        IELTS_027                0.9316
IELTS_027_VAR_014        IELTS_027                0.9578
IELTS_027_VAR_015        IELTS_027                0.9703
IELTS_027_VAR_016        IELTS_027                0.9493
IELTS_027_VAR_017        IELTS_027                0.8985
IELTS_027_VAR_018        IELTS_027                0.9703
IELTS_027_VAR_019        IELTS_027                0.9465
IELTS_027_VAR_020        IELTS_027                0.9730
IELTS_027_VAR_021        IELTS_027                0.9538
IELTS_027_VAR_022        IELTS_027                0.9307
IELTS_027_VAR_023        IELTS_027                0.9431
IELTS_027_VAR_024        IELTS_027                0.9703
IELTS_027_VAR_025        IELTS_027                0.9508
IELTS_027_VAR_026        IELTS_027                0.9703
IELTS_027_VAR_027        IELTS_027                0.9533
IELTS_027_VAR_028        IELTS_027                0.9508
IELTS_027_VAR_029        IELTS_027                0.9522
IELTS_027_VAR_030        IELTS_027                0.9415
IELTS_027_VAR_031        IELTS_027                0.9552
IELTS_027_VAR_032        IELTS_027                0.9522
IELTS_027_VAR_033        IELTS_027                0.9444
IELTS_027_VAR_034        IELTS_027                0.9364
IELTS_027_VAR_035        IELTS_027                0.9358
IELTS_027_VAR_036        IELTS_027                0.8763
IELTS_027_VAR_037        IELTS_027                0.8985
IELTS_027_VAR_038        IELTS_027                0.8702
IELTS_027_VAR_039        IELTS_027                0.8761
IELTS_027_VAR_040        IELTS_027                0.9217
IELTS_027_VAR_041        IELTS_027                0.9092
IELTS_027_VAR_042        IELTS_027                0.9067
IELTS_027_VAR_043        IELTS_027                0.8984
IELTS_027_VAR_044        IELTS_027                0.9013
IELTS_027_VAR_045        IELTS_027                0.8839
IELTS_027_VAR_046        IELTS_027                0.8987
IELTS_027_VAR_047        IELTS_027                0.9058
IELTS_027_VAR_048        IELTS_027                0.9245
IELTS_027_VAR_049        IELTS_027                0.9080
IELTS_027_VAR_050        IELTS_027                0.8855
IELTS_027_VAR_051        IELTS_027                0.8886
IELTS_027_VAR_052        IELTS_027                0.9053
IELTS_027_VAR_053        IELTS_027                0.8954
IELTS_027_VAR_054        IELTS_027                0.9216
IELTS_027_VAR_055        IELTS_027                0.8519
IELTS_027_VAR_056        IELTS_027                0.8576
IELTS_027_VAR_057        IELTS_027                0.8892
IELTS_027_VAR_058        IELTS_027                0.8823
IELTS_027_VAR_059        IELTS_027                0.9294
IELTS_027_VAR_060        IELTS_027                0.9160
IELTS_027_VAR_061        IELTS_027                0.8863
IELTS_027_VAR_062        IELTS_027                0.9092
IELTS_027_VAR_063        IELTS_027                0.9064
IELTS_027_VAR_064        IELTS_027                0.9313
IELTS_027_VAR_065        IELTS_027                0.9013
