============================================================
           BRUTE-FORCE NEAR-DUPLICATE DETECTION            
============================================================

=== Parameters ===
Shingle size (k): 4
Similarity threshold: 0.7
Total comparisons: 999900
Execution time: 124.520 seconds

=== Detection Results ===
Query Document           Matched Corpus           Similarity
  [OK] IELTS_058_VAR_022 -> IELTS_058 (sim: 0.9307)
  [OK] IELTS_058_VAR_023 -> IELTS_058 (sim: 0.9237)
  [OK] IELTS_058_VAR_024 -> IELTS_058 (sim: 0.9878)
  [OK] IELTS_058_VAR_025 -> IELTS_058 (sim: 0.9661)
  [OK] IELTS_058_VAR_026 -> IELTS_058 (sim: 0.9475)
  [OK] IELTS_058_VAR_027 -> IELTS_058 (sim: 0.9698)
  [OK] IELTS_058_VAR_028 -> IELTS_058 (sim: 0.9364)
  [OK] IELTS_058_VAR_029 -> IELTS_058 (sim: 0.9514)
  [OK] IELTS_058_VAR_030 -> IELTS_058 (sim: 0.9373)
  [OK] IELTS_058_VAR_031 -> IELTS_058 (sim: 0.9637)
  [OK] IELTS_058_VAR_032 -> IELTS_058 (sim: 0.9326)
  [OK] IELTS_058_VAR_033 -> IELTS_058 (sim: 0.9485)
  [OK] IELTS_058_VAR_034 -> IELTS_058 (sim: 0.9449)
  [OK] IELTS_058_VAR_035 -> IELTS_058 (sim: 0.9542)
  [OK] IELTS_058_VAR_036 -> IELTS_058 (sim: 0.9087)
  [OK] IELTS_058_VAR_037 -> IELTS_058 (sim: 0.9198)
  [OK] IELTS_058_VAR_038 -> IELTS_058 (sim: 0.9012)
  [OK] IELTS_058_VAR_039 -> IELTS_058 (sim: 0.9251)
  [OK] IELTS_058_VAR_040 -> IELTS_058 (sim: 0.9334)
  [OK] IELTS_058_VAR_041 -> IELTS_058 (sim: 0.8960)
  [OK] IELTS_058_VAR_042 -> IELTS_058 (sim: 0.8810)
  [OK] IELTS_058_VAR_043 -> IELTS_058 (sim: 0.9038)
  [OK] IELTS_058_VAR_044 -> IELTS_058 (sim: 0.9097)
  [OK] IELTS_058_VAR_045 -> IELTS_058 (sim: 0.8919)
  [OK] IELTS_058_VAR_046 -> IELTS_058 (sim: 0.9148)
  [OK] IELTS_058_VAR_047 -> IELTS_058 (sim: 0.9246)
  [OK] IELTS_058_VAR_048 -> IELTS_058 (sim: 0.9145)
  [OK] IELTS_058_VAR_049 -> IELTS_058 (sim: 0.9097)
  [OK] IELTS_058_VAR_050 -> IELTS_058 (sim: 0.9050)
  [OK] IELTS_058_VAR_051 -> IELTS_058 (sim: 0.8975)
  [OK] IELTS_058_VAR_052 -> IELTS_058 (sim: 0.9216)
  [OK] IELTS_058_VAR_053 -> IELTS_058 (sim: 0.9073)
  [OK] IELTS_058_VAR_054 -> IELTS_058 (sim: 0.8963)
  [OK] IELTS_058_VAR_055 -> IELTS_058 (sim: 0.9240)
  [OK] IELTS_058_VAR_056 -> IELTS_058 (sim: 0.8850)
  [OK] IELTS_058_VAR_057 -> IELTS_058 (sim: 0.8861)
  [OK] IELTS_058_VAR_058 -> IELTS_058 (sim: 0.9193)
  [OK] IELTS_058_VAR_059 -> IELTS_058 (sim: 0.8922)
  [OK] IELTS_058_VAR_060 -> IELTS_058 (sim: 0.9175)
  [OK] IELTS_058_VAR_061 -> IELTS_058 (sim: 0.9227)
  [OK] IELTS_058_VAR_062 -> IELTS_058 (sim: 0.9065)
  [OK] IELTS_058_VAR_063 -> IELTS_058 (sim: 0.9043)
  [OK] IELTS_058_VAR_064 -> IELTS_058 (sim: 0.9064)
  [OK] IELTS_058_VAR_065 -> IELTS_058 (sim: 0.9379)
  [OK] IELTS_058_VAR_066 -> IELTS_058 (sim: 0.9099)
  [OK] IELTS_058_VAR_067 -> IELTS_058 (sim: 0.8911)
  [OK] IELTS_058_VAR_068 -> IELTS_058 (sim: 0.8867)
  [OK] IELTS_058_VAR_069 -> IELTS_058 (sim: 0.9238)
  [OK] IELTS_058_VAR_070 -> IELTS_058 (sim: 0.8967)
  [OK] IELTS_058_VAR_071 -> IELTS_058 (sim: 0.8617)
  [OK] IELTS_058_VAR_072 -> IELTS_058 (sim: 0.8588)
  [OK] IELTS_058_VAR_073 -> IELTS_058 (sim: 0.8867)
  [OK] IELTS_058_VAR_074 -> IELTS_058 (sim: 0.9018)
  [OK] IELTS_058_VAR_075 -> IELTS_058 (sim: 0.8905)
  [OK] IELTS_058_VAR_076 -> IELTS_058 (sim: 0.8725)
  [OK] IELTS_058_VAR_077 -> IELTS_058 (sim: 0.8868)
  [OK] IELTS_058_VAR_078 -> IELTS_058 (sim: 0.8570)
  [OK] IELTS_058_VAR_079 -> IELTS_058 (sim: 0.8719)
  [OK] IELTS_058_VAR_080 -> IELTS_058 (sim: 0.8839)
  [OK] IELTS_058_VAR_081 -> IELTS_058 (sim: 0.8691)
  [OK] IELTS_058_VAR_082 -> IELTS_058 (sim: 0.8664)
  [OK] IELTS_058_VAR_083 -> IELTS_058 (sim: 0.8795)
  [OK] IELTS_058_VAR_084 -> IELTS_058 (sim: 0.8898)
  [OK] IELTS_058_VAR_085 -> IELTS_058 (sim: 0.8829)
  [OK] IELTS_058_VAR_086 -> IELTS_058 (sim: 0.8745)
  [OK] IELTS_058_VAR_087 -> IELTS_058 (sim: 0.8627)
  [OK] IELTS_058_VAR_088 -> IELTS_058 (sim: 0.8826)
  [OK] IELTS_058_VAR_089 -> IELTS_058 (sim: 0.8936)
  [OK] IELTS_058_VAR_090 -> IELTS_058 (sim: 0.8727)
  [OK] IELTS_058_VAR_091 -> IELTS_058 (sim: 0.8757)
  [OK] IELTS_058_VAR_092 -> IELTS_058 (sim: 0.8683)
  [OK] IELTS_058_VAR_093 -> IELTS_058 (sim: 0.8897)
  [OK] IELTS_058_VAR_094 -> IELTS_058 (sim: 0.8865)
  [OK] IELTS_058_VAR_095 -> IELTS_058 (sim: 0.8717)
  [OK] IELTS_058_VAR_096 -> IELTS_058 (sim: 0.8781)
  [OK] IELTS_058_VAR_097 -> IELTS_058 (sim: 0.8716)
  [OK] IELTS_058_VAR_098 -> IELTS_058 (sim: 0.8866)
  [OK] IELTS_058_VAR_099 -> IELTS_058 (sim: 0.8851)
  [OK] IELTS_058_VAR_100 -> IELTS_058 (sim: 0.8770)
  [OK] IELTS_059_VAR_001 -> IELTS_059 (sim: 0.9414)
  [OK] IELTS_059_VAR_002 -> IELTS_059 (sim: 0.9725)
  [OK] IELTS_059_VAR_003 -> IELTS_059 (sim: 0.9453)
  [OK] IELTS_059_VAR_004 -> IELTS_059 (sim: 0.9453)
  [OK] IELTS_059_VAR_005 -> IELTS_059 (sim: 0.9246)
  [OK] IELTS_059_VAR_006 -> IELTS_059 (sim: 0.9629)
  [OK] IELTS_059_VAR_007 -> IELTS_059 (sim: 0.9369)
  [OK] IELTS_059_VAR_008 -> IELTS_059 (sim: 0.9160)
  [OK] IELTS_059_VAR_009 -> IELTS_059 (sim: 0.9028)
  [OK] IELTS_059_VAR_010 -> IELTS_059 (sim: 0.9226)
  [OK] IELTS_059_VAR_011 -> IELTS_059 (sim: 0.9328)
  [OK] IELTS_059_VAR_012 -> IELTS_059 (sim: 0.9725)
  [OK] IELTS_059_VAR_013 -> IELTS_059 (sim: 0.9453)
  [OK] IELTS_059_VAR_014 -> IELTS_059 (sim: 0.9729)
  [OK] IELTS_059_VAR_015 -> IELTS_059 (sim: 0.9232)
  [OK] IELTS_059_VAR_016 -> IELTS_059 (sim: 0.9195)
  [OK] IELTS_059_VAR_017 -> IELTS_059 (sim: 0.9284)
  [OK] IELTS_059_VAR_018 -> IELTS_059 (sim: 0.9570)
  [OK] IELTS_059_VAR_019 -> IELTS_059 (sim: 0.9328)
  [OK] IELTS_059_VAR_020 -> IELTS_059 (sim: 0.9048)
  [OK] IELTS_059_VAR_021 -> IELTS_059 (sim: 0.9394)
  [OK] IELTS_059_VAR_022 -> IELTS_059 (sim: 0.9251)
  [OK] IELTS_059_VAR_023 -> IELTS_059 (sim: 0.9085)
  [OK] IELTS_059_VAR_024 -> IELTS_059 (sim: 0.9308)
  [OK] IELTS_059_VAR_025 -> IELTS_059 (sim: 0.9209)
  [OK] IELTS_059_VAR_026 -> IELTS_059 (sim: 0.9601)
  [OK] IELTS_059_VAR_027 -> IELTS_059 (sim: 0.9570)
  [OK] IELTS_059_VAR_028 -> IELTS_059 (sim: 0.9394)
  [OK] IELTS_059_VAR_029 -> IELTS_059 (sim: 0.9381)
  [OK] IELTS_059_VAR_030 -> IELTS_059 (sim: 0.9570)
  [OK] IELTS_059_VAR_031 -> IELTS_059 (sim: 0.9140)
  [OK] IELTS_059_VAR_032 -> IELTS_059 (sim: 0.9790)
  [OK] IELTS_059_VAR_033 -> IELTS_059 (sim: 0.9337)
  [OK] IELTS_059_VAR_034 -> IELTS_059 (sim: 0.9369)
  [OK] IELTS_059_VAR_035 -> IELTS_059 (sim: 0.9434)
  [OK] IELTS_059_VAR_036 -> IELTS_059 (sim: 0.8806)
  [OK] IELTS_059_VAR_037 -> IELTS_059 (sim: 0.9028)
  [OK] IELTS_059_VAR_038 -> IELTS_059 (sim: 0.8961)
  [OK] IELTS_059_VAR_039 -> IELTS_059 (sim: 0.8743)
  [OK] IELTS_059_VAR_040 -> IELTS_059 (sim: 0.9308)
  [OK] IELTS_059_VAR_041 -> IELTS_059 (sim: 0.9214)
  [OK] IELTS_059_VAR_042 -> IELTS_059 (sim: 0.9012)
  [OK] IELTS_059_VAR_043 -> IELTS_059 (sim: 0.8908)
  [OK] IELTS_059_VAR_044 -> IELTS_059 (sim: 0.8906)
  [OK] IELTS_059_VAR_045 -> IELTS_059 (sim: 0.8994)
  [OK] IELTS_059_VAR_046 -> IELTS_059 (sim: 0.8867)
  [OK] IELTS_059_VAR_047 -> IELTS_059 (sim: 0.8908)
  [OK] IELTS_059_VAR_048 -> IELTS_059 (sim: 0.8490)
  [OK] IELTS_059_VAR_049 -> IELTS_059 (sim: 0.8887)
  [OK] IELTS_059_VAR_050 -> IELTS_059 (sim: 0.8906)
  [OK] IELTS_059_VAR_051 -> IELTS_059 (sim: 0.8941)
  [OK] IELTS_059_VAR_052 -> IELTS_059 (sim: 0.9137)
  [OK] IELTS_059_VAR_053 -> IELTS_059 (sim: 0.9162)
  [OK] IELTS_059_VAR_054 -> IELTS_059 (sim: 0.8904)
  [OK] IELTS_059_VAR_055 -> IELTS_059 (sim: 0.8614)
  [OK] IELTS_059_VAR_056 -> IELTS_059 (sim: 0.9085)
  [OK] IELTS_059_VAR_057 -> IELTS_059 (sim: 0.8588)
  [OK] IELTS_059_VAR_058 -> IELTS_059 (sim: 0.9104)
  [OK] IELTS_059_VAR_059 -> IELTS_059 (sim: 0.8926)
  [OK] IELTS_059_VAR_060 -> IELTS_059 (sim: 0.8433)
  [OK] IELTS_059_VAR_061 -> IELTS_059 (sim: 0.9251)
  [OK] IELTS_059_VAR_062 -> IELTS_059 (sim: 0.8922)
  [OK] IELTS_059_VAR_063 -> IELTS_059 (sim: 0.9085)
  [OK] IELTS_059_VAR_064 -> IELTS_059 (sim: 0.9030)
  [OK] IELTS_059_VAR_065 -> IELTS_059 (sim: 0.8777)
  [OK] IELTS_059_VAR_066 -> IELTS_059 (sim: 0.9050)
  [OK] IELTS_059_VAR_067 -> IELTS_059 (sim: 0.8608)
  [OK] IELTS_059_VAR_068 -> IELTS_059 (sim: 0.8762)
  [OK] IELTS_059_VAR_069 -> IELTS_059 (sim: 0.9012)
  [OK] IELTS_059_VAR_070 -> IELTS_059 (sim: 0.9200)
  [OK] IELTS_059_VAR_071 -> IELTS_059 (sim: 0.8464)
  [OK] IELTS_059_VAR_072 -> IELTS_059 (sim: 0.8353)
  [OK] IELTS_059_VAR_073 -> IELTS_059 (sim: 0.8515)
  [OK] IELTS_059_VAR_074 -> IELTS_059 (sim: 0.8417)
  [OK] IELTS_059_VAR_075 -> IELTS_059 (sim: 0.8162)
  [OK] IELTS_059_VAR_076 -> IELTS_059 (sim: 0.8490)
  [OK] IELTS_059_VAR_077 -> IELTS_059 (sim: 0.8404)
  [OK] IELTS_059_VAR_078 -> IELTS_059 (sim: 0.8366)
  [OK] IELTS_059_VAR_079 -> IELTS_059 (sim: 0.8221)
  [OK] IELTS_059_VAR_080 -> IELTS_059 (sim: 0.8386)
  [OK] IELTS_059_VAR_081 -> IELTS_059 (sim: 0.8324)
  [OK] IELTS_059_VAR_082 -> IELTS_059 (sim: 0.8382)
  [OK] IELTS_059_VAR_083 -> IELTS_059 (sim: 0.8434)
  [OK] IELTS_059_VAR_084 -> IELTS_059 (sim: 0.8431)
  [OK] IELTS_059_VAR_085 -> IELTS_059 (sim: 0.8713)
  [OK] IELTS_059_VAR_086 -> IELTS_059 (sim: 0.8372)
  [OK] IELTS_059_VAR_087 -> IELTS_059 (sim: 0.8320)
  [OK] IELTS_059_VAR_088 -> IELTS_059 (sim: 0.8463)
  [OK] IELTS_059_VAR_089 -> IELTS_059 (sim: 0.8402)
  [OK] IELTS_059_VAR_090 -> IELTS_059 (sim: 0.8510)
  [OK] IELTS_059_VAR_091 -> IELTS_059 (sim: 0.8320)
  [OK] IELTS_059_VAR_092 -> IELTS_059 (sim: 0.8644)
  [OK] IELTS_059_VAR_093 -> IELTS_059 (sim: 0.8668)
  [OK] IELTS_059_VAR_094 -> IELTS_059 (sim: 0.8175)
  [OK] IELTS_059_VAR_095 -> IELTS_059 (sim: 0.8409)
  [OK] IELTS_059_VAR_096 -> IELTS_059 (sim: 0.8630)
  [OK] IELTS_059_VAR_097 -> IELTS_059 (sim: 0.8273)
  [OK] IELTS_059_VAR_098 -> IELTS_059 (sim: 0.8679)
  [OK] IELTS_059_VAR_099 -> IELTS_059 (sim: 0.8425)
  [OK] IELTS_059_VAR_100 -> IELTS_059 (sim: 0.8698)
  [OK] IELTS_060_VAR_001 -> IELTS_060 (sim: 0.9248)
  [OK] IELTS_060_VAR_002 -> IELTS_060 (sim: 0.9382)
  [OK] IELTS_060_VAR_003 -> IELTS_060 (sim: 0.9747)
  [OK] IELTS_060_VAR_004 -> IELTS_060 (sim: 0.9712)
  [OK] IELTS_060_VAR_005 -> IELTS_060 (sim: 0.9574)
  [OK] IELTS_060_VAR_006 -> IELTS_060 (sim: 0.9247)
  [OK] IELTS_060_VAR_007 -> IELTS_060 (sim: 0.9304)
  [OK] IELTS_060_VAR_008 -> IELTS_060 (sim: 0.9781)
  [OK] IELTS_060_VAR_009 -> IELTS_060 (sim: 0.9039)
  [OK] IELTS_060_VAR_010 -> IELTS_060 (sim: 0.9246)
  [OK] IELTS_060_VAR_011 -> IELTS_060 (sim: 0.9620)
  [OK] IELTS_060_VAR_012 -> IELTS_060 (sim: 0.9574)
  [OK] IELTS_060_VAR_013 -> IELTS_060 (sim: 0.9216)
  [OK] IELTS_060_VAR_014 -> IELTS_060 (sim: 0.9419)
  [OK] IELTS_060_VAR_015 -> IELTS_060 (sim: 0.8949)
  [OK] IELTS_060_VAR_016 -> IELTS_060 (sim: 0.9299)
  [OK] IELTS_060_VAR_017 -> IELTS_060 (sim: 0.9181)
  [OK] IELTS_060_VAR_018 -> IELTS_060 (sim: 0.9620)
  [OK] IELTS_060_VAR_019 -> IELTS_060 (sim: 0.9337)
  [OK] IELTS_060_VAR_020 -> IELTS_060 (sim: 0.9181)
  [OK] IELTS_060_VAR_021 -> IELTS_060 (sim: 0.9398)
  [OK] IELTS_060_VAR_022 -> IELTS_060 (sim: 0.9574)
  [OK] IELTS_060_VAR_023 -> IELTS_060 (sim: 0.9574)
  [OK] IELTS_060_VAR_024 -> IELTS_060 (sim: 0.9574)
  [OK] IELTS_060_VAR_025 -> IELTS_060 (sim: 0.9283)
  [OK] IELTS_060_VAR_026 -> IELTS_060 (sim: 0.9362)
  [OK] IELTS_060_VAR_027 -> IELTS_060 (sim: 0.9273)
  [OK] IELTS_060_VAR_028 -> IELTS_060 (sim: 0.9574)
  [OK] IELTS_060_VAR_029 -> IELTS_060 (sim: 0.9747)
  [OK] IELTS_060_VAR_030 -> IELTS_060 (sim: 0.9231)
  [OK] IELTS_060_VAR_031 -> IELTS_060 (sim: 0.9263)
  [OK] IELTS_060_VAR_032 -> IELTS_060 (sim: 0.9574)
  [OK] IELTS_060_VAR_033 -> IELTS_060 (sim: 0.9041)
  [OK] IELTS_060_VAR_034 -> IELTS_060 (sim: 0.8947)
  [OK] IELTS_060_VAR_035 -> IELTS_060 (sim: 0.9252)
  [OK] IELTS_060_VAR_036 -> IELTS_060 (sim: 0.8904)
  [OK] IELTS_060_VAR_037 -> IELTS_060 (sim: 0.8874)
  [OK] IELTS_060_VAR_038 -> IELTS_060 (sim: 0.9041)
  [OK] IELTS_060_VAR_039 -> IELTS_060 (sim: 0.8827)
  [OK] IELTS_060_VAR_040 -> IELTS_060 (sim: 0.8559)
  [OK] IELTS_060_VAR_041 -> IELTS_060 (sim: 0.8964)
  [OK] IELTS_060_VAR_042 -> IELTS_060 (sim: 0.8781)
  [OK] IELTS_060_VAR_043 -> IELTS_060 (sim: 0.8593)
  [OK] IELTS_060_VAR_044 -> IELTS_060 (sim: 0.8917)
  [OK] IELTS_060_VAR_045 -> IELTS_060 (sim: 0.8579)
  [OK] IELTS_060_VAR_046 -> IELTS_060 (sim: 0.8619)
  [OK] IELTS_060_VAR_047 -> IELTS_060 (sim: 0.8932)
  [OK] IELTS_060_VAR_048 -> IELTS_060 (sim: 0.8993)
  [OK] IELTS_060_VAR_049 -> IELTS_060 (sim: 0.8761)
  [OK] IELTS_060_VAR_050 -> IELTS_060 (sim: 0.9074)
  [OK] IELTS_060_VAR_051 -> IELTS_060 (sim: 0.8831)
  [OK] IELTS_060_VAR_052 -> IELTS_060 (sim: 0.8842)
  [OK] IELTS_060_VAR_053 -> IELTS_060 (sim: 0.8523)
  [OK] IELTS_060_VAR_054 -> IELTS_060 (sim: 0.8826)
  [OK] IELTS_060_VAR_055 -> IELTS_060 (sim: 0.8514)
  [OK] IELTS_060_VAR_056 -> IELTS_060 (sim: 0.8473)
  [OK] IELTS_060_VAR_057 -> IELTS_060 (sim: 0.8930)
  [OK] IELTS_060_VAR_058 -> IELTS_060 (sim: 0.8695)
  [OK] IELTS_060_VAR_059 -> IELTS_060 (sim: 0.8891)
  [OK] IELTS_060_VAR_060 -> IELTS_060 (sim: 0.8631)
  [OK] IELTS_060_VAR_061 -> IELTS_060 (sim: 0.8470)
  [OK] IELTS_060_VAR_062 -> IELTS_060 (sim: 0.9139)
  [OK] IELTS_060_VAR_063 -> IELTS_060 (sim: 0.8842)
  [OK] IELTS_060_VAR_064 -> IELTS_060 (sim: 0.9224)
  [OK] IELTS_060_VAR_065 -> IELTS_060 (sim: 0.8710)
  [OK] IELTS_060_VAR_066 -> IELTS_060 (sim: 0.8227)
  [OK] IELTS_060_VAR_067 -> IELTS_060 (sim: 0.8976)
  [OK] IELTS_060_VAR_068 -> IELTS_060 (sim: 0.8474)
  [OK] IELTS_060_VAR_069 -> IELTS_060 (sim: 0.8981)
  [OK] IELTS_060_VAR_070 -> IELTS_060 (sim: 0.8889)
  [OK] IELTS_060_VAR_071 -> IELTS_060 (sim: 0.8225)
  [OK] IELTS_060_VAR_072 -> IELTS_060 (sim: 0.8358)
  [OK] IELTS_060_VAR_073 -> IELTS_060 (sim: 0.8361)
  [OK] IELTS_060_VAR_074 -> IELTS_060 (sim: 0.8574)
  [OK] IELTS_060_VAR_075 -> IELTS_060 (sim: 0.8361)
  [OK] IELTS_060_VAR_076 -> IELTS_060 (sim: 0.8253)
  [OK] IELTS_060_VAR_077 -> IELTS_060 (sim: 0.8204)
  [OK] IELTS_060_VAR_078 -> IELTS_060 (sim: 0.8411)
  [OK] IELTS_060_VAR_079 -> IELTS_060 (sim: 0.8286)
  [OK] IELTS_060_VAR_080 -> IELTS_060 (sim: 0.8289)
  [OK] IELTS_060_VAR_081 -> IELTS_060 (sim: 0.8625)
  [OK] IELTS_060_VAR_082 -> IELTS_060 (sim: 0.8560)
  [OK] IELTS_060_VAR_083 -> IELTS_060 (sim: 0.8112)
  [OK] IELTS_060_VAR_084 -> IELTS_060 (sim: 0.8231)
  [OK] IELTS_060_VAR_085 -> IELTS_060 (sim: 0.8550)
  [OK] IELTS_060_VAR_086 -> IELTS_060 (sim: 0.8242)
  [OK] IELTS_060_VAR_087 -> IELTS_060 (sim: 0.8391)
  [OK] IELTS_060_VAR_088 -> IELTS_060 (sim: 0.8423)
  [OK] IELTS_060_VAR_089 -> IELTS_060 (sim: 0.8086)
  [OK] IELTS_060_VAR_090 -> IELTS_060 (sim: 0.8170)
  [OK] IELTS_060_VAR_091 -> IELTS_060 (sim: 0.8724)
  [OK] IELTS_060_VAR_092 -> IELTS_060 (sim: 0.8094)
  [OK] IELTS_060_VAR_093 -> IELTS_060 (sim: 0.8395)
  [OK] IELTS_060_VAR_094 -> IELTS_060 (sim: 0.8259)
  [OK] IELTS_060_VAR_095 -> IELTS_060 (sim: 0.8253)
  [OK] IELTS_060_VAR_096 -> IELTS_060 (sim: 0.8622)
  [OK] IELTS_060_VAR_097 -> IELTS_060 (sim: 0.8246)
  [OK] IELTS_060_VAR_098 -> IELTS_060 (sim: 0.8622)
  [OK] IELTS_060_VAR_099 -> IELTS_060 (sim: 0.8479)
  [OK] IELTS_060_VAR_100 -> IELTS_060 (sim: 0.8540)
  [OK] IELTS_061_VAR_001 -> IELTS_061 (sim: 0.9460)
  [OK] IELTS_061_VAR_002 -> IELTS_061 (sim: 0.9505)
  [OK] IELTS_061_VAR_003 -> IELTS_061 (sim: 0.9459)
  [OK] IELTS_061_VAR_004 -> IELTS_061 (sim: 0.9521)
  [OK] IELTS_061_VAR_005 -> IELTS_061 (sim: 0.9423)
  [OK] IELTS_061_VAR_006 -> IELTS_061 (sim: 0.9628)
  [OK] IELTS_061_VAR_007 -> IELTS_061 (sim: 0.9296)
  [OK] IELTS_061_VAR_008 -> IELTS_061 (sim: 0.9186)
  [OK] IELTS_061_VAR_009 -> IELTS_061 (sim: 0.9467)
  [OK] IELTS_061_VAR_010 -> IELTS_061 (sim: 0.9281)
  [OK] IELTS_061_VAR_011 -> IELTS_061 (sim: 0.9521)
  [OK] IELTS_061_VAR_012 -> IELTS_061 (sim: 0.9475)
  [OK] IELTS_061_VAR_013 -> IELTS_061 (sim: 0.9488)
  [OK] IELTS_061_VAR_014 -> IELTS_061 (sim: 0.9266)
  [OK] IELTS_061_VAR_015 -> IELTS_061 (sim: 0.9628)
  [OK] IELTS_061_VAR_016 -> IELTS_061 (sim: 0.9521)
  [OK] IELTS_061_VAR_017 -> IELTS_061 (sim: 0.9521)
  [OK] IELTS_061_VAR_018 -> IELTS_061 (sim: 0.9514)
  [OK] IELTS_061_VAR_019 -> IELTS_061 (sim: 0.9297)
  [OK] IELTS_061_VAR_020 -> IELTS_061 (sim: 0.9521)
  [OK] IELTS_061_VAR_021 -> IELTS_061 (sim: 0.9459)
  [OK] IELTS_061_VAR_022 -> IELTS_061 (sim: 0.9475)
  [OK] IELTS_061_VAR_023 -> IELTS_061 (sim: 0.9518)
  [OK] IELTS_061_VAR_024 -> IELTS_061 (sim: 0.9296)
  [OK] IELTS_061_VAR_025 -> IELTS_061 (sim: 0.9565)
  [OK] IELTS_061_VAR_026 -> IELTS_061 (sim: 0.9786)
  [OK] IELTS_061_VAR_027 -> IELTS_061 (sim: 0.9703)
  [OK] IELTS_061_VAR_028 -> IELTS_061 (sim: 0.9415)
  [OK] IELTS_061_VAR_029 -> IELTS_061 (sim: 0.9500)
  [OK] IELTS_061_VAR_030 -> IELTS_061 (sim: 0.9348)
  [OK] IELTS_061_VAR_031 -> IELTS_061 (sim: 0.9755)
  [OK] IELTS_061_VAR_032 -> IELTS_061 (sim: 0.9521)
  [OK] IELTS_061_VAR_033 -> IELTS_061 (sim: 0.9423)
  [OK] IELTS_061_VAR_034 -> IELTS_061 (sim: 0.9356)
  [OK] IELTS_061_VAR_035 -> IELTS_061 (sim: 0.9459)
  [OK] IELTS_061_VAR_036 -> IELTS_061 (sim: 0.8789)
  [OK] IELTS_061_VAR_037 -> IELTS_061 (sim: 0.9114)
  [OK] IELTS_061_VAR_038 -> IELTS_061 (sim: 0.9029)
  [OK] IELTS_061_VAR_039 -> IELTS_061 (sim: 0.9356)
  [OK] IELTS_061_VAR_040 -> IELTS_061 (sim: 0.9215)
  [OK] IELTS_061_VAR_041 -> IELTS_061 (sim: 0.9016)
  [OK] IELTS_061_VAR_042 -> IELTS_061 (sim: 0.9348)
  [OK] IELTS_061_VAR_043 -> IELTS_061 (sim: 0.9199)
  [OK] IELTS_061_VAR_044 -> IELTS_061 (sim: 0.9057)
  [OK] IELTS_061_VAR_045 -> IELTS_061 (sim: 0.9371)
  [OK] IELTS_061_VAR_046 -> IELTS_061 (sim: 0.9172)
  [OK] IELTS_061_VAR_047 -> IELTS_061 (sim: 0.9444)
  [OK] IELTS_061_VAR_048 -> IELTS_061 (sim: 0.8913)
  [OK] IELTS_061_VAR_049 -> IELTS_061 (sim: 0.9267)
  [OK] IELTS_061_VAR_050 -> IELTS_061 (sim: 0.8950)
  [OK] IELTS_061_VAR_051 -> IELTS_061 (sim: 0.9274)
  [OK] IELTS_061_VAR_052 -> IELTS_061 (sim: 0.9292)
  [OK] IELTS_061_VAR_053 -> IELTS_061 (sim: 0.9258)
  [OK] IELTS_061_VAR_054 -> IELTS_061 (sim: 0.9145)
  [OK] IELTS_061_VAR_055 -> IELTS_061 (sim: 0.9087)
  [OK] IELTS_061_VAR_056 -> IELTS_061 (sim: 0.9232)
  [OK] IELTS_061_VAR_057 -> IELTS_061 (sim: 0.9355)
  [OK] IELTS_061_VAR_058 -> IELTS_061 (sim: 0.9043)
  [OK] IELTS_061_VAR_059 -> IELTS_061 (sim: 0.9142)
  [OK] IELTS_061_VAR_060 -> IELTS_061 (sim: 0.9095)
  [OK] IELTS_061_VAR_061 -> IELTS_061 (sim: 0.9319)
  [OK] IELTS_061_VAR_062 -> IELTS_061 (sim: 0.9172)
  [OK] IELTS_061_VAR_063 -> IELTS_061 (sim: 0.9348)
  [OK] IELTS_061_VAR_064 -> IELTS_061 (sim: 0.9109)
  [OK] IELTS_061_VAR_065 -> IELTS_061 (sim: 0.9099)
  [OK] IELTS_061_VAR_066 -> IELTS_061 (sim: 0.9370)
  [OK] IELTS_061_VAR_067 -> IELTS_061 (sim: 0.9322)
  [OK] IELTS_061_VAR_068 -> IELTS_061 (sim: 0.9016)
  [OK] IELTS_061_VAR_069 -> IELTS_061 (sim: 0.9393)
  [OK] IELTS_061_VAR_070 -> IELTS_061 (sim: 0.9156)
  [OK] IELTS_061_VAR_071 -> IELTS_061 (sim: 0.9064)
  [OK] IELTS_061_VAR_072 -> IELTS_061 (sim: 0.8932)
  [OK] IELTS_061_VAR_073 -> IELTS_061 (sim: 0.8653)
  [OK] IELTS_061_VAR_074 -> IELTS_061 (sim: 0.8543)
  [OK] IELTS_061_VAR_075 -> IELTS_061 (sim: 0.8654)
  [OK] IELTS_061_VAR_076 -> IELTS_061 (sim: 0.8750)
  [OK] IELTS_061_VAR_077 -> IELTS_061 (sim: 0.8885)
  [OK] IELTS_061_VAR_078 -> IELTS_061 (sim: 0.8686)
  [OK] IELTS_061_VAR_079 -> IELTS_061 (sim: 0.8663)
  [OK] IELTS_061_VAR_080 -> IELTS_061 (sim: 0.8545)
  [OK] IELTS_061_VAR_081 -> IELTS_061 (sim: 0.8953)
  [OK] IELTS_061_VAR_082 -> IELTS_061 (sim: 0.8565)
  [OK] IELTS_061_VAR_083 -> IELTS_061 (sim: 0.8521)
  [OK] IELTS_061_VAR_084 -> IELTS_061 (sim: 0.8626)
  [OK] IELTS_061_VAR_085 -> IELTS_061 (sim: 0.8872)
  [OK] IELTS_061_VAR_086 -> IELTS_061 (sim: 0.8690)
